"SITE_DOMAIN","AD_FORMAT","DEVICE_TYPE_LABEL","GEO_DMA","CONTENT_GENRE","IMPRESSIONS","PURCHASES","PURCHASE_RATE","YIELD_MULTIPLIER","SUPPORT"
"espn.com","native","Connected TV","Philadelphia","",369,0,0.00000,0.000,369
"cnet.com","video","Mobile/Tablet","Atlanta","",391,1,0.00256,0.685,391
"theverge.com","video","Connected Device","New York","",334,0,0.00000,0.000,334
"nytimes.com","video","Set Top Box","Phoenix","",401,0,0.00000,0.000,401
"techcrunch.com","video","Connected TV","New York","",402,4,0.00995,2.665,402
"bbc.com","native","Personal Computer","Miami","",364,0,0.00000,0.000,364
"bbc.com","banner","Tablet","Dallas-Ft. Worth","",759,3,0.00395,1.059,759
"foxnews.com","native","Connected Device","Miami","",381,0,0.00000,0.000,381
"variety.com","native","Phone","New York","",398,0,0.00000,0.000,398
"foxnews.com","video","Connected TV","New York","",415,4,0.00964,2.582,415
"nytimes.com","banner","Tablet","Denver","",726,2,0.00276,0.738,726
"cnet.com","banner","Mobile/Tablet","Phoenix","",745,3,0.00403,1.079,745
"nytimes.com","native","Tablet","Dallas-Ft. Worth","",401,1,0.00249,0.668,401
"techcrunch.com","native","Phone","Houston","",409,1,0.00245,0.655,409
"bbc.com","native","Mobile/Tablet","Denver","",349,4,0.01146,3.070,349
"techcrunch.com","native","Tablet","Chicago","",384,2,0.00521,1.395,384
"people.com","native","Mobile/Tablet","Phoenix","",372,3,0.00807,2.160,372
"techcrunch.com","native","Set Top Box","Dallas-Ft. Worth","",353,0,0.00000,0.000,353
"tmz.com","banner","Phone","Philadelphia","",807,4,0.00496,1.328,807
"variety.com","video","Tablet","Atlanta","",396,1,0.00253,0.676,396
"espn.com","video","Phone","Denver","",385,1,0.00260,0.696,385
"washingtonpost.com","video","Set Top Box","Los Angeles","",386,3,0.00777,2.082,386
"theverge.com","banner","Phone","Phoenix","",728,2,0.00275,0.736,728
"theverge.com","banner","Phone","Atlanta","",745,3,0.00403,1.079,745
"foxnews.com","banner","Mobile/Tablet","Denver","",739,3,0.00406,1.088,739
"people.com","banner","Tablet","Atlanta","",766,4,0.00522,1.399,766
"cnn.com","video","Connected TV","Los Angeles","",358,0,0.00000,0.000,358
"buzzfeed.com","banner","Phone","Philadelphia","",805,2,0.00248,0.665,805
"tmz.com","native","Personal Computer","New York","",389,2,0.00514,1.377,389
"bbc.com","banner","Personal Computer","Denver","",830,6,0.00723,1.937,830
"buzzfeed.com","video","Mobile/Tablet","Atlanta","",376,4,0.01064,2.850,376
"tmz.com","video","Personal Computer","Miami","",402,4,0.00995,2.665,402
"foxnews.com","banner","Personal Computer","Dallas-Ft. Worth","",736,2,0.00272,0.728,736
"cnn.com","native","Tablet","Phoenix","",373,0,0.00000,0.000,373
"people.com","video","Mobile/Tablet","Philadelphia","",396,2,0.00505,1.353,396
"theverge.com","video","Connected TV","Philadelphia","",390,1,0.00256,0.687,390
"weather.com","banner","Tablet","Los Angeles","",737,1,0.00136,0.364,737
"buzzfeed.com","banner","Connected TV","Miami","",759,4,0.00527,1.412,759
"foxnews.com","banner","Mobile/Tablet","Phoenix","",767,5,0.00652,1.746,767
"tmz.com","banner","Tablet","Denver","",822,3,0.00365,0.978,822
"cnet.com","banner","Connected TV","Houston","",741,3,0.00405,1.085,741
"nytimes.com","banner","Set Top Box","Atlanta","",753,5,0.00664,1.779,753
"nytimes.com","banner","Mobile/Tablet","Philadelphia","",795,3,0.00377,1.011,795
"theverge.com","banner","Connected TV","Houston","",760,4,0.00526,1.410,760
"forbes.com","banner","Personal Computer","Philadelphia","",756,2,0.00265,0.709,756
"forbes.com","banner","Set Top Box","Phoenix","",777,1,0.00129,0.345,777
"forbes.com","native","Tablet","Los Angeles","",406,0,0.00000,0.000,406
"buzzfeed.com","native","Tablet","Atlanta","",366,0,0.00000,0.000,366
"espn.com","banner","Set Top Box","Dallas-Ft. Worth","",743,2,0.00269,0.721,743
"cnet.com","banner","Personal Computer","Philadelphia","",767,3,0.00391,1.048,767
"washingtonpost.com","native","Mobile/Tablet","Phoenix","",338,0,0.00000,0.000,338
"people.com","video","Personal Computer","Atlanta","",408,4,0.00980,2.626,408
"weather.com","native","Connected Device","Los Angeles","",409,1,0.00245,0.655,409
"theverge.com","banner","Phone","New York","",765,1,0.00131,0.350,765
"bbc.com","video","Tablet","Los Angeles","",366,1,0.00273,0.732,366
"variety.com","video","Mobile/Tablet","Denver","",386,0,0.00000,0.000,386
"espn.com","native","Phone","Chicago","",368,4,0.01087,2.912,368
"techcrunch.com","video","Mobile/Tablet","Philadelphia","",391,4,0.01023,2.740,391
"weather.com","video","Personal Computer","Houston","",355,2,0.00563,1.509,355
"weather.com","banner","Mobile/Tablet","New York","",788,2,0.00254,0.680,788
"people.com","native","Set Top Box","Miami","",389,3,0.00771,2.066,389
"espn.com","video","Mobile/Tablet","Denver","",390,5,0.01282,3.435,390
"forbes.com","video","Phone","Houston","",391,0,0.00000,0.000,391
"espn.com","native","Phone","Philadelphia","",374,4,0.01070,2.865,374
"cnet.com","native","Phone","Philadelphia","",371,0,0.00000,0.000,371
"bbc.com","native","Set Top Box","Dallas-Ft. Worth","",394,0,0.00000,0.000,394
"people.com","banner","Set Top Box","Houston","",735,6,0.00816,2.187,735
"variety.com","video","Tablet","Phoenix","",405,0,0.00000,0.000,405
"nytimes.com","video","Tablet","Denver","",401,1,0.00249,0.668,401
"buzzfeed.com","native","Connected Device","Chicago","",366,1,0.00273,0.732,366
"buzzfeed.com","video","Set Top Box","Phoenix","",390,1,0.00256,0.687,390
"tmz.com","native","Phone","Phoenix","",378,2,0.00529,1.417,378
"espn.com","video","Connected Device","Philadelphia","",418,1,0.00239,0.641,418
"weather.com","native","Connected TV","Chicago","",393,2,0.00509,1.363,393
"cnn.com","native","Mobile/Tablet","Philadelphia","",353,2,0.00567,1.518,353
"variety.com","banner","Connected Device","Chicago","",750,0,0.00000,0.000,750
"foxnews.com","video","Connected TV","Houston","",396,2,0.00505,1.353,396
"variety.com","video","Personal Computer","Miami","",388,5,0.01289,3.452,388
"tmz.com","video","Personal Computer","New York","",384,1,0.00260,0.698,384
"buzzfeed.com","banner","Connected Device","New York","",772,2,0.00259,0.694,772
"washingtonpost.com","banner","Tablet","Houston","",739,3,0.00406,1.088,739
"forbes.com","banner","Connected Device","Philadelphia","",801,2,0.00250,0.669,801
"weather.com","native","Phone","Los Angeles","",355,3,0.00845,2.264,355
"bbc.com","native","Phone","Philadelphia","",384,2,0.00521,1.395,384
"tmz.com","banner","Connected TV","Miami","",738,4,0.00542,1.452,738
"techcrunch.com","banner","Personal Computer","Los Angeles","",711,3,0.00422,1.130,711
"buzzfeed.com","native","Phone","New York","",356,0,0.00000,0.000,356
"forbes.com","banner","Connected TV","New York","",703,5,0.00711,1.905,703
"washingtonpost.com","native","Mobile/Tablet","Dallas-Ft. Worth","",379,1,0.00264,0.707,379
"bbc.com","native","Connected TV","Atlanta","",395,0,0.00000,0.000,395
"theverge.com","native","Phone","Houston","",361,1,0.00277,0.742,361
"cnet.com","banner","Connected Device","Denver","",761,4,0.00526,1.408,761
"foxnews.com","banner","Phone","Denver","",727,7,0.00963,2.579,727
"nytimes.com","banner","Connected TV","Denver","",777,0,0.00000,0.000,777
"cnn.com","native","Mobile/Tablet","New York","",382,1,0.00262,0.701,382
"forbes.com","video","Set Top Box","New York","",371,1,0.00270,0.722,371
"forbes.com","native","Set Top Box","Chicago","",409,2,0.00489,1.310,409
"espn.com","native","Personal Computer","Atlanta","",346,3,0.00867,2.323,346
"nytimes.com","banner","Connected Device","Phoenix","",780,1,0.00128,0.343,780
"variety.com","banner","Connected TV","Phoenix","",723,3,0.00415,1.111,723
"cnn.com","video","Phone","Phoenix","",349,0,0.00000,0.000,349
"forbes.com","banner","Set Top Box","Miami","",791,2,0.00253,0.677,791
"theverge.com","banner","Connected Device","New York","",766,1,0.00131,0.350,766
"forbes.com","native","Tablet","Philadelphia","",382,1,0.00262,0.701,382
"foxnews.com","native","Mobile/Tablet","Philadelphia","",370,0,0.00000,0.000,370
"forbes.com","native","Personal Computer","Houston","",350,1,0.00286,0.765,350
"forbes.com","native","Personal Computer","Dallas-Ft. Worth","",402,1,0.00249,0.666,402
"forbes.com","native","Personal Computer","Denver","",357,1,0.00280,0.750,357
"tmz.com","banner","Personal Computer","Chicago","",783,2,0.00255,0.684,783
"tmz.com","video","Tablet","Phoenix","",383,2,0.00522,1.399,383
"forbes.com","native","Connected Device","Chicago","",394,1,0.00254,0.680,394
"buzzfeed.com","video","Mobile/Tablet","Houston","",405,3,0.00741,1.984,405
"tmz.com","banner","Set Top Box","Denver","",741,1,0.00135,0.362,741
"washingtonpost.com","native","Connected TV","Philadelphia","",386,2,0.00518,1.388,386
"nytimes.com","video","Set Top Box","New York","",366,0,0.00000,0.000,366
"people.com","native","Connected TV","Philadelphia","",378,5,0.01323,3.544,378
"people.com","native","Connected TV","Atlanta","",416,2,0.00481,1.288,416
"espn.com","native","Connected TV","Chicago","",386,6,0.01554,4.164,386
"cnet.com","native","Phone","Los Angeles","",364,1,0.00275,0.736,364
"cnet.com","native","Connected Device","New York","",365,0,0.00000,0.000,365
"weather.com","native","Personal Computer","Philadelphia","",366,5,0.01366,3.660,366
"bbc.com","video","Phone","Denver","",376,0,0.00000,0.000,376
"tmz.com","banner","Connected TV","Atlanta","",749,4,0.00534,1.430,749
"nytimes.com","banner","Personal Computer","Los Angeles","",757,3,0.00396,1.062,757
"techcrunch.com","banner","Set Top Box","Dallas-Ft. Worth","",706,4,0.00567,1.518,706
"cnn.com","banner","Set Top Box","Houston","",773,4,0.00518,1.386,773
"variety.com","native","Connected Device","Denver","",414,4,0.00966,2.588,414
"washingtonpost.com","banner","Phone","Houston","",821,3,0.00365,0.979,821
"foxnews.com","native","Set Top Box","Dallas-Ft. Worth","",413,1,0.00242,0.649,413
"espn.com","banner","Tablet","Chicago","",774,6,0.00775,2.077,774
"foxnews.com","banner","Personal Computer","Houston","",758,2,0.00264,0.707,758
"bbc.com","banner","Connected TV","New York","",767,4,0.00522,1.397,767
"variety.com","video","Personal Computer","Chicago","",389,1,0.00257,0.689,389
"variety.com","banner","Connected Device","Phoenix","",766,4,0.00522,1.399,766
"cnet.com","banner","Tablet","Chicago","",748,4,0.00535,1.433,748
"techcrunch.com","video","Connected Device","Los Angeles","",389,0,0.00000,0.000,389
"nytimes.com","banner","Personal Computer","Phoenix","",801,2,0.00250,0.669,801
"buzzfeed.com","native","Personal Computer","Los Angeles","",377,5,0.01326,3.553,377
"techcrunch.com","native","Mobile/Tablet","Dallas-Ft. Worth","",403,2,0.00496,1.329,403
"techcrunch.com","banner","Mobile/Tablet","Dallas-Ft. Worth","",758,2,0.00264,0.707,758
"buzzfeed.com","banner","Phone","Dallas-Ft. Worth","",756,3,0.00397,1.063,756
"techcrunch.com","banner","Connected Device","Dallas-Ft. Worth","",796,3,0.00377,1.010,796
"washingtonpost.com","banner","Connected TV","New York","",788,4,0.00508,1.360,788
"cnet.com","video","Phone","Atlanta","",382,0,0.00000,0.000,382
"cnet.com","banner","Connected Device","Los Angeles","",796,4,0.00503,1.346,796
"variety.com","banner","Connected TV","Los Angeles","",779,6,0.00770,2.063,779
"cnn.com","native","Tablet","Chicago","",381,0,0.00000,0.000,381
"washingtonpost.com","native","Connected Device","New York","",376,1,0.00266,0.713,376
"bbc.com","banner","Personal Computer","Philadelphia","",749,4,0.00534,1.430,749
"variety.com","video","Set Top Box","Denver","",370,0,0.00000,0.000,370
"weather.com","banner","Connected TV","Atlanta","",747,3,0.00402,1.076,747
"cnet.com","banner","Connected Device","Miami","",716,4,0.00559,1.497,716
"buzzfeed.com","native","Tablet","Phoenix","",407,1,0.00246,0.658,407
"washingtonpost.com","video","Set Top Box","Chicago","",357,1,0.00280,0.750,357
"espn.com","banner","Personal Computer","Philadelphia","",781,6,0.00768,2.058,781
"cnet.com","banner","Personal Computer","Miami","",754,1,0.00133,0.355,754
"people.com","video","Phone","Denver","",367,3,0.00817,2.190,367
"cnn.com","native","Set Top Box","Phoenix","",377,0,0.00000,0.000,377
"theverge.com","banner","Connected Device","Miami","",769,3,0.00390,1.045,769
"theverge.com","banner","Tablet","Los Angeles","",744,2,0.00269,0.720,744
"nytimes.com","banner","Connected Device","Denver","",792,2,0.00253,0.676,792
"cnn.com","banner","Phone","Denver","",704,0,0.00000,0.000,704
"espn.com","video","Phone","Dallas-Ft. Worth","",412,3,0.00728,1.951,412
"bbc.com","banner","Tablet","Atlanta","",757,1,0.00132,0.354,757
"washingtonpost.com","video","Connected Device","Houston","",356,2,0.00562,1.505,356
"cnn.com","native","Set Top Box","Miami","",380,1,0.00263,0.705,380
"espn.com","banner","Set Top Box","Phoenix","",794,1,0.00126,0.337,794
"espn.com","native","Set Top Box","Chicago","",388,1,0.00258,0.690,388
"people.com","video","Connected Device","Phoenix","",437,0,0.00000,0.000,437
"theverge.com","video","Connected Device","Dallas-Ft. Worth","",366,0,0.00000,0.000,366
"espn.com","native","Mobile/Tablet","Los Angeles","",372,0,0.00000,0.000,372
"foxnews.com","banner","Set Top Box","Miami","",754,1,0.00133,0.355,754
"forbes.com","video","Set Top Box","Denver","",398,2,0.00503,1.346,398
"theverge.com","video","Connected Device","Los Angeles","",387,1,0.00258,0.692,387
"nytimes.com","banner","Set Top Box","Phoenix","",769,0,0.00000,0.000,769
"espn.com","banner","Set Top Box","Chicago","",784,1,0.00128,0.342,784
"washingtonpost.com","native","Tablet","Phoenix","",359,2,0.00557,1.492,359
"espn.com","banner","Mobile/Tablet","Denver","",739,6,0.00812,2.175,739
"cnet.com","banner","Personal Computer","Los Angeles","",796,2,0.00251,0.673,796
"bbc.com","banner","Connected TV","Philadelphia","",746,5,0.00670,1.795,746
"foxnews.com","banner","Mobile/Tablet","Miami","",742,5,0.00674,1.805,742
"weather.com","native","Mobile/Tablet","Los Angeles","",388,1,0.00258,0.690,388
"bbc.com","video","Set Top Box","Houston","",377,1,0.00265,0.711,377
"theverge.com","native","Tablet","Miami","",374,2,0.00535,1.433,374
"nytimes.com","video","Phone","Phoenix","",397,0,0.00000,0.000,397
"bbc.com","video","Connected TV","New York","",385,5,0.01299,3.479,385
"cnn.com","banner","Set Top Box","Miami","",746,3,0.00402,1.077,746
"buzzfeed.com","video","Personal Computer","Miami","",392,4,0.01020,2.733,392
"washingtonpost.com","video","Phone","Los Angeles","",371,1,0.00270,0.722,371
"espn.com","video","Connected TV","New York","",391,5,0.01279,3.426,391
"techcrunch.com","native","Connected TV","Dallas-Ft. Worth","",385,3,0.00779,2.087,385
"nytimes.com","video","Connected TV","New York","",398,0,0.00000,0.000,398
"nytimes.com","video","Mobile/Tablet","Philadelphia","",397,0,0.00000,0.000,397
"tmz.com","banner","Phone","Los Angeles","",767,1,0.00130,0.349,767
"buzzfeed.com","banner","Personal Computer","Miami","",769,2,0.00260,0.697,769
"buzzfeed.com","video","Set Top Box","Philadelphia","",383,1,0.00261,0.699,383
"tmz.com","native","Mobile/Tablet","Atlanta","",388,2,0.00516,1.381,388
"people.com","video","Tablet","Miami","",380,1,0.00263,0.705,380
"nytimes.com","banner","Mobile/Tablet","Chicago","",757,2,0.00264,0.708,757
"theverge.com","native","Set Top Box","Houston","",375,1,0.00267,0.714,375
"nytimes.com","banner","Set Top Box","Dallas-Ft. Worth","",774,3,0.00388,1.038,774
"nytimes.com","banner","Phone","Los Angeles","",713,3,0.00421,1.127,713
"foxnews.com","native","Phone","Chicago","",373,1,0.00268,0.718,373
"people.com","video","Connected TV","Miami","",400,2,0.00500,1.339,400
"people.com","banner","Set Top Box","Philadelphia","",753,2,0.00266,0.711,753
"variety.com","banner","Tablet","Atlanta","",764,5,0.00655,1.753,764
"variety.com","native","Phone","Denver","",405,2,0.00494,1.323,405
"washingtonpost.com","native","Personal Computer","Chicago","",393,0,0.00000,0.000,393
"cnet.com","native","Tablet","Atlanta","",393,2,0.00509,1.363,393
"variety.com","banner","Personal Computer","Miami","",764,2,0.00262,0.701,764
"foxnews.com","banner","Personal Computer","Denver","",739,3,0.00406,1.088,739
"people.com","banner","Connected TV","Los Angeles","",780,5,0.00641,1.717,780
"forbes.com","native","Mobile/Tablet","Houston","",384,0,0.00000,0.000,384
"espn.com","video","Tablet","Denver","",359,3,0.00836,2.239,359
"bbc.com","video","Connected Device","Houston","",382,2,0.00524,1.403,382
"weather.com","video","Mobile/Tablet","Philadelphia","",401,2,0.00499,1.336,401
"variety.com","native","Mobile/Tablet","Phoenix","",394,0,0.00000,0.000,394
"washingtonpost.com","video","Connected TV","Houston","",354,2,0.00565,1.514,354
"buzzfeed.com","native","Personal Computer","Philadelphia","",368,1,0.00272,0.728,368
"espn.com","native","Personal Computer","Los Angeles","",384,3,0.00781,2.093,384
"theverge.com","native","Personal Computer","Los Angeles","",399,0,0.00000,0.000,399
"foxnews.com","video","Set Top Box","Denver","",402,1,0.00249,0.666,402
"forbes.com","native","Phone","Los Angeles","",397,0,0.00000,0.000,397
"weather.com","native","Tablet","New York","",410,1,0.00244,0.653,410
"tmz.com","video","Connected TV","Dallas-Ft. Worth","",372,5,0.01344,3.601,372
"bbc.com","native","Set Top Box","Chicago","",406,3,0.00739,1.979,406
"espn.com","banner","Phone","Denver","",720,3,0.00417,1.116,720
"techcrunch.com","banner","Set Top Box","Houston","",728,2,0.00275,0.736,728
"cnet.com","banner","Set Top Box","Phoenix","",724,1,0.00138,0.370,724
"cnn.com","native","Mobile/Tablet","Denver","",407,0,0.00000,0.000,407
"weather.com","native","Connected TV","New York","",355,3,0.00845,2.264,355
"cnn.com","native","Personal Computer","Los Angeles","",405,0,0.00000,0.000,405
"nytimes.com","native","Personal Computer","New York","",393,1,0.00255,0.682,393
"techcrunch.com","video","Personal Computer","New York","",380,1,0.00263,0.705,380
