"DOMAIN","COMPANY_NAME","COMPANY_INDUSTRY","COMPANY_REVENUE","COMPANY_SIZE","JOURNEY_STAGE","FIRST_VISIT_DATE","TOTAL_VISITS","TOTAL_VISITORS","CONTACT_EMAIL_SHA256"
"green-inc.com","Green Inc","Financial Services","Small ($1MM-$10MM)","Medium-Small (50-199)","MQL","2026-05-20",156,12,"4659bac4c6afad90138a28eb05a0816bb119332024a9abbfdeb422e34db910e4"
"peak-digital.com","Peak Digital","Insurance","Medium-Large ($50MM-$100MM)","Medium (200-499)","Opportunity","2026-06-19",394,34,""
"atlas-group.com","Atlas Group","Health, Wellness and Fitness","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-08-07",1,1,""
"atlas-net.com","Atlas Net","Education Management","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-05-21",3,2,"21aef3243e26704b3082cd336571a09e0164e61933578a06f9535b9bad13a567"
"iron-tech.com","Iron Tech","Health, Wellness and Fitness","Large ($100MM-$200MM)","Large (1,000-4,999)","Aware","2026-06-27",18,6,""
"acme-cloud.com","Acme Cloud","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware","2026-07-01",2,1,"967bb826c1a25a1ef2cf6923477fb9dcb88ff174e7d4f4bb19e78e7f348a9e24"
"peak-media.com","Peak Media","Food & Beverages","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-06-03",4,1,"21a95a37d47e51ea16280f2c6d285b934ca2be2f6c2e4b5434394d6f6ba48df4"
"apex-digital.com","Apex Digital","Manufacturing","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware","2026-07-15",5,1,"e45ba4e79c3746927ab7d6c08f075c828b50f6c68fa1f4ddd2c9ea3b55b764f4"
"nova-tech.com","Nova Tech","Construction","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-04-24",2,1,"055bf9d8aa0100fe588702882f4f399f1c732101582d0951396ee1269f80b8f2"
"core-group.com","Core Group","Food & Beverages","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware","2026-05-15",3,1,"0bc81cd7256da6851dd73e044038cf419d7a95a44fd63f2452a9a43f0231f5c1"
"clear-works.com","Clear Works","Telecommunications","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Aware","2026-04-30",7,3,"3d7a88605089ee3c1493c685edc1dd1776321d82c06bd6a928e0a08f3ebc1fd8"
"peak-labs.com","Peak Labs","Health, Wellness and Fitness","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-07-23",3,1,""
"swift-io.com","Swift Io","Management Consulting","XXLarge ($1B+)","XXLarge (10,000+)","Unaware","2026-05-13",1,1,""
"atlas-inc.com","Atlas Inc","Education Management","Large ($100MM-$200MM)","Medium-Large (500-999)","Engaged","2026-09-22",11,18,""
"rapid-systems.com","Rapid Systems","Legal Services","Micro ($0-$1MM)","Micro (1-9)","MQL","2026-06-19",127,16,"39136432a8035980268cc73ac80e5033a0e6b871e5524153c77468e66befb751"
"bright-media.com","Bright Media","Real Estate","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware","2026-07-09",4,1,"2797fff23a08a0e9e0cc2e0683d9fd8e13643afc68031eba449bb6d4d07ca4f1"
"smart-labs.com","Smart Labs","Retail","XXLarge ($1B+)","XXLarge (10,000+)","Opportunity","2026-07-22",360,32,"e88a8d6fe59059ec928163e6e4c8b575009ef58c097edf993f51fd21b90afc9b"
"smart-cloud.com","Smart Cloud","Marketing and Advertising","XXLarge ($1B+)","XXLarge (10,000+)","Unaware","2026-08-06",5,1,"2f3d8fe3b2d4bedb3c4aaa5ee78fbff6c594de8ce7a8d43a9cd351d37a32faf0"
"vertex-inc.com","Vertex Inc","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware","2026-03-29",5,1,""
"core-solutions.com","Core Solutions","Retail","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-04-17",12,6,""
"smart-cloud.com","Smart Cloud","Logistics and Supply Chain","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-04-01",12,5,""
"clear-corp.com","Clear Corp","Insurance","Small ($1MM-$10MM)","Small (10-49)","Aware","2026-06-29",7,3,"76a74ac3ed72a8d0b597a70c36f8d0c9508680af3a40b225255baf8aed3f7cb2"
"nexus-media.com","Nexus Media","Telecommunications","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-07-22",1,1,"bb4b5cc7d16952dbba503e62fa481865452e06bfe4cb6fbb6aabf69902d1f4cb"
"apex-systems.com","Apex Systems","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Opportunity","2026-09-17",163,20,"b300605b9845bd3fc276060c1afbe3038510c3f7c21053a50d415ea34ffff548"
"cyber-hub.com","Cyber Hub","Legal Services","Micro ($0-$1MM)","Small (10-49)","Opportunity","2026-06-23",168,10,"f4418a4579e0d47a4ced86429208baa69f5b820aba294d360aea57c54179f650"
"core-group.com","Core Group","Retail","Micro ($0-$1MM)","Small (10-49)","Engaged","2026-05-01",52,8,"178d7f5888443575fa0c7110b31bce53e59cadd25ddf5a1ddf1487d5c90cb52e"
"clear-labs.com","Clear Labs","Food & Beverages","Large ($100MM-$200MM)","Large (1,000-4,999)","Engaged","2026-08-19",83,18,""
"acme-works.com","Acme Works","Logistics and Supply Chain","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware","2026-06-15",1,1,"4c51b5dfb2e832fa8adddc623c8116bbf9dd0d438cdc32b75f9029a4ac460dee"
"clear-media.com","Clear Media","Hospital & Health Care","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware","2026-04-03",13,5,""
"vertex-digital.com","Vertex Digital","Software / Information Technology","Small ($1MM-$10MM)","Medium-Small (50-199)","MQL","2026-07-05",133,25,""
"bright-hub.com","Bright Hub","E-Learning","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware","2026-08-27",5,1,"c804c4d9fe5a2c434315e241f96940bc9b4d401f2e630e48d370bc03ee3c4f4e"
"bright-data.com","Bright Data","Financial Services","Small ($1MM-$10MM)","Small (10-49)","MQL","2026-08-12",146,23,""
"apex-group.com","Apex Group","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium (200-499)","Opportunity","2026-06-01",459,46,""
"smart-cloud.com","Smart Cloud","Health, Wellness and Fitness","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-06-05",4,1,"ffef3f2cecc914739fd455c610676b5e734460480b05c9a7be097fa1a0150cae"
"vertex-corp.com","Vertex Corp","Financial Services","Micro ($0-$1MM)","Small (10-49)","Aware","2026-09-01",7,2,"aec75bf1f588dd6b90f696bf54f562ba47977b824bbf38dc705cf36fa785e120"
"clear-inc.com","Clear Inc","Automotive","Medium-Large ($50MM-$100MM)","Medium (200-499)","Engaged","2026-09-02",77,15,""
"cyber-solutions.com","Cyber Solutions","Logistics and Supply Chain","Small ($1MM-$10MM)","Small (10-49)","Unaware","2026-08-12",1,1,""
"vertex-hub.com","Vertex Hub","Marketing and Advertising","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-04-15",2,1,"2ed33b39f2b9961024953a543a306202aab87d7c5f3639eff295067f1fb15753"
"core-group.com","Core Group","Hospital & Health Care","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware","2026-06-19",8,3,"5b921d0836ab208f37f9d483693e0c8e98b8c00038d70357fcc6417c7dc02b62"
"blue-digital.com","Blue Digital","Legal Services","XLarge ($200MM-$1B)","Large (1,000-4,999)","Engaged","2026-07-02",68,5,"b68bc0f6dd80a90c79a8c9a7e100da8d417e962aa1a442e428623888e2d38fa5"
"peak-group.com","Peak Group","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Opportunity","2026-04-12",359,19,"25f560adcdbfc53cff73591a66f72695bde53f9cc5fd6cd3ecb9e8608f7bfaee"
"core-media.com","Core Media","Automotive","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware","2026-05-06",1,1,""
"nova-media.com","Nova Media","Management Consulting","Large ($100MM-$200MM)","Medium-Large (500-999)","Engaged","2026-06-16",70,9,"a67b098843c155f7ec4f9bf033debfe2148ee3595864b7960e9a0fdb7faa8f6d"
"clear-digital.com","Clear Digital","Education Management","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Unaware","2026-06-01",4,1,"84e1d4e31979b7a41504bb9c701f0b5cc542806341d47bf5195ab583e3ea7642"
"bright-solutions.com","Bright Solutions","E-Learning","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware","2026-08-07",2,1,""
"cyber-labs.com","Cyber Labs","Health, Wellness and Fitness","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-06-10",3,1,"270619b5b38d2d4e72fc6dd35c2f4ce2eac31a6637007ae08b5caf3a5163818a"
"global-digital.com","Global Digital","Retail","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged","2026-04-21",14,4,"43ee4e792a328644c1d86136f3becbb3fc625cf3f735eec1757f0e67da4bb372"
"peak-digital.com","Peak Digital","Logistics and Supply Chain","XLarge ($200MM-$1B)","Large (1,000-4,999)","Aware","2026-07-31",10,5,""
"cyber-labs.com","Cyber Labs","Marketing and Advertising","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Opportunity","2026-05-03",400,40,""
"acme-solutions.com","Acme Solutions","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-06-06",2,1,"5a8d44bba5cb74acaba7ded736170a990144bb7edf31d55f9f928e8127899398"
"nexus-net.com","Nexus Net","Financial Services","Micro ($0-$1MM)","Small (10-49)","Unaware","2026-08-26",1,1,""
"clear-media.com","Clear Media","Logistics and Supply Chain","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware","2026-05-20",2,1,"45abadb03cbd9a29cf7d781b9f47b1fe4101d8fbd70f668fec9a1effcbb6ce3b"
"green-solutions.com","Green Solutions","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-09-04",1,1,"e68b69ff2df3da35ee57c427a3cbbabbaa29f91904e398c7816d7360ee6e1089"
"smart-data.com","Smart Data","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware","2026-09-15",17,5,""
"atlas-media.com","Atlas Media","Marketing and Advertising","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Opportunity","2026-04-24",389,40,""
"green-digital.com","Green Digital","Hospital & Health Care","Small ($1MM-$10MM)","Small (10-49)","Aware","2026-07-13",14,4,"dd386198f92bd9de226b9ed652cb7f0e4d4abb674803581ecdb4a2791309251c"
"global-group.com","Global Group","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-04-11",1,1,"1d856bbc539b6d86b0d4ceb17e18550b6488c0adbcd89955d31b97f6a73aa688"
"core-solutions.com","Core Solutions","Food & Beverages","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-09-21",9,5,""
"nova-systems.com","Nova Systems","Marketing and Advertising","Small ($1MM-$10MM)","Small (10-49)","MQL","2026-09-22",128,25,""
"prime-corp.com","Prime Corp","Financial Services","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-04-14",11,5,""
"blue-solutions.com","Blue Solutions","Retail","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-08-17",13,3,"d3af61a18a3ea90404181bdfb3f94b9316f98fbf59f1ef2b3a24609facc7aa51"
"smart-io.com","Smart Io","Hospital & Health Care","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-08-03",3,1,"8b5c36bb737258d5e14503456d21f795d3800275005c4794c9b6801942239b28"
"core-hub.com","Core Hub","Marketing and Advertising","Medium-Large ($50MM-$100MM)","Medium (200-499)","Aware","2026-07-31",13,3,"d0e4dd2e2a86b9bfe5b5d9b1727de36f04dfa7aa8c06c172bd41a71a2f40bd8f"
"rapid-inc.com","Rapid Inc","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Unaware","2026-05-25",4,1,""
"blue-group.com","Blue Group","Entertainment","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-05-10",11,2,"6b55d35f09be6dc252b7d853d89665629559af38c9c7382b0f6935d7bfa7b6d5"
"clear-group.com","Clear Group","Construction","Micro ($0-$1MM)","Small (10-49)","Unaware","2026-07-10",5,1,"8a4be7389b9ca06cae4f88c9eee774cf6fe14712f90640657f7a6057587a9541"
"apex-solutions.com","Apex Solutions","Automotive","Medium-Large ($50MM-$100MM)","Medium (200-499)","Aware","2026-08-21",7,3,"ca3e2b9bc9c239340395a13a68f82b83eeeab7faa039fe7f5dd00888b7a7077a"
"prime-corp.com","Prime Corp","Food & Beverages","Medium-Small ($10MM-$50MM)","Medium (200-499)","MQL","2026-05-20",143,30,""
"bright-net.com","Bright Net","Education Management","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware","2026-06-22",2,1,"35f846377502a052e5743708114de0af2d4738c3a4d9f1ad989dc74ad89fd325"
"clear-io.com","Clear Io","Education Management","Micro ($0-$1MM)","Micro (1-9)","Engaged","2026-07-21",85,13,""
"peak-inc.com","Peak Inc","Hospital & Health Care","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-04-28",3,1,""
"nova-works.com","Nova Works","Education Management","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged","2026-09-09",47,7,"fd185fd1b4a39f1ddc4b70b5fa84560ac8fde6258155cdd7a6f5d87003b93b7f"
"core-group.com","Core Group","Marketing and Advertising","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-07-15",2,1,"3c426aacefee2f608a59c36193b95ad23248381ae4e72da8d6883dbb1c522e7e"
"nexus-io.com","Nexus Io","Hospital & Health Care","Micro ($0-$1MM)","Small (10-49)","MQL","2026-05-27",177,8,"a8d33071c43485177b73eefa1768f16fc1110e09afb123b0e8804fdc3d8ff9ee"
"vertex-cloud.com","Vertex Cloud","Hospital & Health Care","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware","2026-06-27",5,1,"ec0166f0bdc2693a8fe524309aed43ccae446d7f59981da7705319392a506727"
"green-data.com","Green Data","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","MQL","2026-09-16",34,25,""
"global-solutions.com","Global Solutions","Health, Wellness and Fitness","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-05-18",2,1,""
"blue-net.com","Blue Net","Legal Services","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware","2026-06-05",4,1,""
"atlas-io.com","Atlas Io","Education Management","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-08-06",5,1,""
"smart-inc.com","Smart Inc","Marketing and Advertising","Small ($1MM-$10MM)","Small (10-49)","Aware","2026-07-27",13,3,"6b77279d346540835f713a5206f66425a9bbdaa116048d6eaad5c4c87938c0ce"
"peak-digital.com","Peak Digital","Retail","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-09-17",2,1,""
"cyber-cloud.com","Cyber Cloud","Real Estate","XXLarge ($1B+)","XXLarge (10,000+)","Opportunity","2026-05-17",458,13,"0e1c33baa384f26a65f15fa61a8790a00115b7889972a8b9a5613bd9f2a5f626"
"clear-corp.com","Clear Corp","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium (200-499)","Engaged","2026-08-29",10,13,""
"atlas-media.com","Atlas Media","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-08-22",3,1,"1eb86bd6960753b00d9bc31235922f12cead903e996ee45f3c12ce540abff57b"
"rapid-data.com","Rapid Data","Retail","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-09-23",22,1,"5c43fc436313e61590dd1b9f253098b4ee2feb979d9fc3db64dee1410f876775"
"peak-corp.com","Peak Corp","Health, Wellness and Fitness","Medium-Small ($10MM-$50MM)","Medium (200-499)","MQL","2026-06-10",194,28,""
"green-digital.com","Green Digital","Logistics and Supply Chain","Micro ($0-$1MM)","Small (10-49)","MQL","2026-06-24",165,23,""
"nexus-media.com","Nexus Media","Consumer Goods","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Aware","2026-04-13",16,2,"2e89bf7573ab56bc7c1fa4eb33a22c0c11f481a630ac26163df33b65cd3d15c6"
"nova-labs.com","Nova Labs","Automotive","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-08-01",3,1,""
"acme-corp.com","Acme Corp","Manufacturing","Small ($1MM-$10MM)","Medium-Small (50-199)","Opportunity","2026-08-30",140,33,"f35405cca11ed7723689ce14199fac4f741eeb2ebee552e5f1c88eaf95800623"
"blue-hub.com","Blue Hub","Entertainment","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged","2026-04-08",16,15,""
"rapid-group.com","Rapid Group","Management Consulting","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware","2026-09-21",5,1,"54e126cf20c2cf33e44bc095693d6c1b9441b004a83c72e417c0ef64fa986d1c"
"clear-solutions.com","Clear Solutions","Marketing and Advertising","Medium-Large ($50MM-$100MM)","Medium (200-499)","Aware","2026-07-03",21,4,""
"core-works.com","Core Works","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-04-11",5,1,""
"green-hub.com","Green Hub","Consumer Goods","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware","2026-04-29",1,1,"66d6f2f81a84f36cce86bf792ddb62d0105dd8cc04c730afb9a3fc967e7fe177"
"apex-digital.com","Apex Digital","Automotive","Small ($1MM-$10MM)","Small (10-49)","Unaware","2026-09-07",2,1,""
"nexus-group.com","Nexus Group","Hospital & Health Care","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Aware","2026-09-09",19,2,"3de91092df4cf52b32aeff9c728e758e62c2df208ce3e1e834abe99331d2f1c2"
"smart-hub.com","Smart Hub","Financial Services","Small ($1MM-$10MM)","Medium-Small (50-199)","MQL","2026-08-12",110,8,"8971d92aca701e3076c75de69f82dd631d6c0264d59f7afe1fc3571b2f15627c"
"iron-corp.com","Iron Corp","Education Management","Small ($1MM-$10MM)","Small (10-49)","MQL","2026-07-11",169,21,""
"nexus-net.com","Nexus Net","Real Estate","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-05-03",5,1,""
"atlas-digital.com","Atlas Digital","E-Learning","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged","2026-09-13",28,11,"6ab0be1c1fe21c88f6cd564d3fb3d698cafde9237a16594bce3e6a8c400d151b"
"blue-media.com","Blue Media","Legal Services","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-08-22",5,2,"f9d230101a221c0129802a4b0d00f27cdc379182188f5945561a09a2a6d2d34f"
"clear-media.com","Clear Media","Logistics and Supply Chain","Small ($1MM-$10MM)","Small (10-49)","Unaware","2026-09-06",2,1,""
"iron-digital.com","Iron Digital","Automotive","Large ($100MM-$200MM)","Large (1,000-4,999)","Aware","2026-05-28",6,2,"e32e84db55d044946ecd5b2a87fcb7131414912c65b828d83451f91c9daf21f9"
"cyber-tech.com","Cyber Tech","Management Consulting","Small ($1MM-$10MM)","Small (10-49)","Aware","2026-07-19",7,5,""
"peak-hub.com","Peak Hub","Telecommunications","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","MQL","2026-07-19",34,24,""
"apex-solutions.com","Apex Solutions","Logistics and Supply Chain","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-03-28",1,1,""
"global-corp.com","Global Corp","Manufacturing","XXLarge ($1B+)","XXLarge (10,000+)","Engaged","2026-07-28",38,5,"18f65957538d72f5e0a6cdabe33f7299976e73cec0709ed705a8cc4e9599362c"
"global-solutions.com","Global Solutions","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","MQL","2026-06-08",133,20,"200cdd4268989c8fed87d8eddf39ffe5f8feae84f9b6424bfdabd19c782fc657"
"apex-solutions.com","Apex Solutions","Telecommunications","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-07-06",5,1,"78fb61a118c665c2d9d46ee071153d4606b3e1cb9d2cec9b46a6a6c948a096f2"
"swift-cloud.com","Swift Cloud","Health, Wellness and Fitness","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-06-19",2,1,"b0784d62ffd50765d905a40bb0f8ee67e5aaafde610d460f836a3f0e017846c7"
"cyber-media.com","Cyber Media","Construction","Micro ($0-$1MM)","Micro (1-9)","MQL","2026-05-07",138,6,"e83cd0551d6a2bcaf62c59463c0fc25b2cbb71a229dd274536baaa982f18fee1"
"vertex-data.com","Vertex Data","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware","2026-06-16",4,4,"1fe90fb81766a019cd5a2d183561f9991eef6c4737ac06d64c1f4bca4584dc73"
"vertex-inc.com","Vertex Inc","Manufacturing","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware","2026-07-11",20,4,""
"bright-net.com","Bright Net","Marketing and Advertising","Micro ($0-$1MM)","Small (10-49)","Engaged","2026-06-22",29,3,"9cb887714af12c56eb35b55372c2d9a2568c81aa29c4b8ba1579b4b743dcfa91"
"nova-group.com","Nova Group","Legal Services","Micro ($0-$1MM)","Small (10-49)","Unaware","2026-09-10",2,1,"1c982aa04c5effd40fbd39e3815531bd7f02c3d8e69482103db346489bd034ef"
"clear-tech.com","Clear Tech","Software / Information Technology","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Engaged","2026-09-07",44,14,""
"cyber-group.com","Cyber Group","Construction","Small ($1MM-$10MM)","Small (10-49)","Aware","2026-08-21",8,4,""
"nexus-media.com","Nexus Media","Telecommunications","Large ($100MM-$200MM)","Large (1,000-4,999)","Engaged","2026-07-12",30,15,""
"swift-hub.com","Swift Hub","Hospital & Health Care","Micro ($0-$1MM)","Micro (1-9)","Engaged","2026-08-18",86,7,"4a32c492b4fa2fbbe9bf1c2ec43c7de498c0fea348eb18168281c86d8e8c6344"
"atlas-digital.com","Atlas Digital","Insurance","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","MQL","2026-07-21",197,13,"8c393d839fd86f7e13df7ed2c03e6f3b717177cfae89e32cd8d6fef837d49900"
"atlas-io.com","Atlas Io","Marketing and Advertising","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Engaged","2026-09-16",67,17,""
"nova-works.com","Nova Works","Construction","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-08-06",3,1,"c638fbc3aad940b483a9c4fae4075d4bd4c0b56502fb5ab229c207424a27b938"
"acme-systems.com","Acme Systems","E-Learning","XXLarge ($1B+)","XXLarge (10,000+)","Engaged","2026-05-20",60,5,"27d5fee9fa4221d17b16c91f47e87400dea7ba0d8fd611ffdd747665d297dcbb"
